Item Code,UPC ID,Item Name,Grammage,MRP,Batch,Zone Identifier,Location,Entity Vendor,Quantity
10093063,8906001951537,Kennel Kitchen Fish Recipe with Pumpkin Dog Wet Food - Supreme Cuts in Gravy(Pack),100 g,70,,,,,
10093076,8906001951667,Kennel Kitchen Chicken in Jelly Wet Cat Food (For All Ages)(Pack),80 g,50,,,,,
10093077,8906001951438,Kennel Kitchen Tuna in Jelly Wet Cat Food (For All Ages)(Pack),80 g,50,,,,,
10093078,8906001950103,Kennel Kitchen Fish Chunks in Gravy Wet Cat Food(Pack),100 g,50.02,,,,,
10093078,8906001950103,Kennel Kitchen Fish Chunks in Gravy Wet Cat Food(Pack),80 g,50,,,,,
10093080,8906001955559,Kennel Kitchen Fish Sticks with Turmeric(Pack),70 g,199,,,,,
10093080,8906001955559,Kennel Kitchen Fish Sticks with Turmeric(Pack),100 g,199,,,,,
10093081,8906001955542,Kennel Kitchen Chicken Sticks with Flaxseed(Pack),70 g,199,,,,,
10093081,8906001955542,Kennel Kitchen Chicken Sticks with Flaxseed(Pack),100 g,199,,,,,
10093082,8906001955634,Kennel Kitchen Mutton Cat & Dog Jerky (Grain Free)(Pouch),70 g,350,,,,,
10093084,8906001955627,Kennel Kitchen Chicken Cat & Dog Jerky(Pouch),70 g,350,,,,,
10093085,8853301003377,Temptations Cat Cat Treat (Seafood Medley)(Pouch),85 g,150,,,,,
10093086,8853301003285,Temptations Tasty Chicken Flavour Cream Filled Crunchy Cat Treat(Pouch),85 g,150,,,,,
10093087,8853301003315,Temptations Savoury Salmon Flavour Cream Filled Crunchy Cat Treat,85 g,150,,,,,
10093088,8853301003346,Temptations Tempting Tuna Flavour Cream Filled Crunchy Cat Treat(Pouch),85 g,150,,,,,
10093089,8851759931013,Jerhigh Real Chicken Meat Carrot Dog Treat(Pouch),70 g,210,,,,,
10093090,8851759913149,Jerhigh Real Chicken Meat Blueberry Dog Treat(Pouch),70 g,210,,,,,
10093091,8851759913156,Jerhigh Dog Treat Sticks (with Real Chicken and Strawberry Flavoured)(Pouch),70 g,210,,,,,
10093558,8903556166065,"Bianca Paradiso Set of 3 100% Cotton Bath Towel Set (60"" x 28"", 550 GSM, Wheat)",1 unit,1310,,,,,
10093561,8903556166119,"Bianca Paradiso Set of 3 100% Cotton Bath Towel Set (60"" x 28"", Grey)",1 unit,1310,,,,,
10094333,8908012729013,Arata Hydrating & Non-Drying Body Wash(Bottle),300 ml,699,,,,,
10094334,8908012729020,Arata Matte Look Hair Styling Cream (Medium Hold)(Jar),100 g,599,,,,,
10094334,8908012729020,Arata Matte Look Hair Styling Cream (Medium Hold)(Jar),100 ml,599,,,,,
10094335,8908012729037,Arata Wet Look Hair Styling Gel (Strong Hold)(Tube),150 ml,699,,,,,
10094336,8906146681221,Arata Hydrating & Strengthening Shampoo(Bottle),300 ml,699,,,,,
10094336,8908012729082,Arata Hydrating & Strengthening Shampoo(Bottle),300 ml,699,,,,,
10094337,8908012729068,Arata Nourishing & Silky Shine Conditioner(Bottle),300 ml,699,,,,,
10094338,8908012729075,Arata Moisturising Body Lotion (Eucalyptus & Mint)(Bottle),300 ml,675,,,,,
10094340,8908012729501,Arata Super Shampoo For Hair Fall Control(Bottle),300 ml,899,,,,,
10095084,8901123006141,Lotte Choco Pie - Choco Burst(Box),12 x 28 g,190,,,,,
10095337,8908015012037,Koparo Clean Natural Moisturising Hand Wash (Paraben Free)(Bottle),500 ml,265,,,,,
10095343,8908015012006,Koparo Clean Natural Floor Cleaner (Jasmine & Rose)(Plastic Bottle),500 ml,299,,,,,
10095349,8908015012013,Koparo Clean Natural Dishwash Gel(Bottle),500 ml,299,,,,,
10095361,8908015012167,Koparo Clean Laundry Liquid Detergent (Top Load & Front Load),500 ml,449,,,,,
10095390,8851759941012,Jerhigh Dog Treat Sticks (with Real Chicken and Spinach)(Pouch),70 g,210,,,,,
10095531,8901571011339,Iodex Rapid Action Pain Relief Spray(Bottle),60 g,230,,,,,
10095531,8901571011339,Iodex Rapid Action Pain Relief Spray(Bottle),60 g,220,,,,,
10096609,8906101065653,Webby Toys Amazing Outer Space Solar System Jigsaw Puzzle 60 pieces (Multicolor),1 unit,249,,,,,
10096623,8906101069187,Webby Toys Wooden Capital Alphabets Letters Learning Educational Puzzle (Multicolor),1 unit,599,,,,,
10096724,8906101060139,Webby Toys Beauty Play Set for Girls (Pink),1 unit,349,,,,,
10096896,8903622004093,Sofy Anti Bacteria Sanitary Pads(Packet),28 units,275,,,,,
10096896,8903622005182,Sofy Anti Bacteria Sanitary Pads(Packet),28 units,285,,,,,
10096940,8904256008006,Nivea Lemon & Oil Shower Gel (125 ml)(Plastic Bottle),125 ml,135,,,,,
10096941,8904256007979,Nivea Waterlily & Oil Shower Gel (125 ml)(Plastic Bottle),125 ml,135,,,,,
10096942,8904256007917,Nivea Fresh Pure Shower Gel(Plastic Bottle),125 ml,135,,,,,
10096943,8901526593699,Garnier Men Acno Fight Anti-Pimple Face Wash 150 g(Pack),150 g,379,,,,,
10096944,8901526593705,Garnier Men Turbo Bright Anti-Pollution Double Action Face Wash 150 g(Pack),150 g,399,,,,,
10096946,8908010780283,Niine Naturally Soft Regular Sanitary Pads(Packet),18 pieces,80,,,,,
10096946,8908010780283,Niine Naturally Soft Regular Sanitary Pads(Packet),18 pieces,90,,,,,
10096947,8908010780313,Niine Naturally Soft Extra Long Sanitary Pads(Packet),18 pieces,110,,,,,
10096948,8906139840536,Niine Naturally Soft Ultra Thin Sanitary Pads(Packet),1 pack (6 pieces),48,,,,,
10096948,8906139840536,Niine Naturally Soft Ultra Thin Sanitary Pads(Packet),1 pack (6 pieces),50,,,,,
10096949,8908010780290,Niine Dry Comfort Ultra Thin Sanitary Pads (with Disposable Bags)(Packet),1 pack (15 pieces ),120,,,,,
10096949,8908010780290,Niine Dry Comfort Ultra Thin Sanitary Pads (with Disposable Bags)(Packet),1 pack (15 pieces ),110,,,,,
10096951,8908010780818,Niine Dry Comfort Ultra Thin Sanitary Pads(Packet),15 pieces,200,,,,,
10096952,8901030844782,Liril Lime & Tea Tree Oil Soap 4 x 125 g - Buy 3 Get 1 Free(Box),4 x 125 g,212,,,,,
10097074,8901314571809,Colgate Total Advanced Health Toothpaste - Pack of 2(Box),2 x 120 g,370,,,,,
10097076,8901314577726,Colgate Gentle Enamel Toothbrush - Buy 2 Get 2 Free(Packet),4.0 PIECE,280,,,,,
10097076,8901314577726,Colgate Gentle Enamel Toothbrush - Buy 2 Get 2 Free(Packet),4 pieces,260,,,,,
10097077,8906088700172,Colombian Brew Coffee Original Instant Coffee (Smooth & Strong)(Box),25 x 2 g,225,,,,,
10097077,8906088700172,Colombian Brew Coffee Original Instant Coffee (Smooth & Strong)(Box),25 x 2 g,199,,,,,
10097078,8906088701070,Colombian Brew Coffee Wild Vanilla Instant Coffee(Box),25 x 2 g,225,,,,,
10097078,8906088701070,Colombian Brew Coffee Wild Vanilla Instant Coffee(Box),25 x 2 g,199,,,,,
10097079,8906088701667,Colombian Brew Coffee Nutty Hazelnut Instant Coffee(Box),25 x 2 g,199,,,,,
10097079,8906088701667,Colombian Brew Coffee Nutty Hazelnut Instant Coffee(Box),25 x 2 g,225,,,,,
10097081,8906088701162,Colombian Brew Coffee Double Chocolate Mocha Instant Coffee(Box),25 x 2 g,199,,,,,
10097081,8906088701162,Colombian Brew Coffee Double Chocolate Mocha Instant Coffee(Box),25 x 2 g,225,,,,,
10097082,8906088702275,Colombian Brew Coffee Assorted Instant Coffee(Box),40 x 2 g,399,,,,,
10097082,8906088702275,Colombian Brew Coffee Assorted Instant Coffee(Box),40 x 2 g,350,,,,,
10097084,8906088702602,Colombian Brew Coffee 3 in 1 Coffee Premix (Cappuccino) - 10 x 20 g(Box),200 g,299,,,,,
10097084,8906088702602,Colombian Brew Coffee 3 in 1 Coffee Premix (Cappuccino) - 10 x 20 g(Box),10 x 20 g,249,,,,,
10097085,8906088702398,Colombian Brew Coffee 3 in 1 Coffee Premix (Nutty Hazelnut) - 10 x 20 g(Box),10 x 20 g,249,,,,,
10097085,8906088702398,Colombian Brew Coffee 3 in 1 Coffee Premix (Nutty Hazelnut) - 10 x 20 g(Box),10 x 20 g,299,,,,,
10097131,8901499011176,Kellogg's Froot Loops - Crunchy Multigrain Cereal(Pouch),285 g,199,,,,,
10097131,8901499011176,Kellogg's Froot Loops - Crunchy Multigrain Cereal(Pouch),285 g,205,,,,,
10097131,8901499011176,Kellogg's Froot Loops - Crunchy Multigrain Cereal(Pouch),285 g,215,,,,,
10097387,8901030985713,Lakme 9to5 Powerplay Priming Matte Lipstick (MB1 Chocolate Crush),3.6 g,650,,,,,
10097387,8901030985713,Lakme 9to5 Powerplay Priming Matte Lipstick (MB1 Chocolate Crush),3.6 g,599,,,,,
10097395,8901030986710,Lakme 9to5 Powerplay Priming Matte Lipstick (Blushing Nude MP7)(Box),3.6 g,650,,,,,
10097395,8901030986710,Lakme 9to5 Powerplay Priming Matte Lipstick (Blushing Nude MP7)(Stick),3.6 g,599,,,,,
10097395,8901030794766,Lakme 9to5 Powerplay Priming Matte Lipstick (Blushing Nude MP7)(Stick),3.6 g,550,,,,,
10097467,3499320010993,Cetaphil Sun SPF 30 Light Sunscreen Gel(Tube),100 ml,1200,,,,,
10098278,8906076130417,The Baker's Dozen Ragi Crackers(Box),100 g,129,,,,,
10098279,8906076131261,The Baker's Dozen 100% Wholewheat Chilli Garlic Bread Sticks(Box),100 g,129,,,,,
10098279,8906076131261,The Baker's Dozen 100% Wholewheat Chilli Garlic Bread Sticks(Box),100 g,119,,,,,
10098283,8906076131490,"The Baker's Dozen Banana Bread Zero Maida, No Palm Oil, 100% Wholewheat(Box)",150 g,165,,,,,
10098283,8906076131490,"The Baker's Dozen Banana Bread Zero Maida, No Palm Oil, 100% Wholewheat(Box)",200 g,165,,,,,
10098284,8906076131728,"The Baker's Dozen Chocochip Muffin No Palm Oil, No Artificial Flavour(Box)",150 g,169,,,,,
10098284,8906076131728,"The Baker's Dozen Chocochip Muffin No Palm Oil, No Artificial Flavour(Box)",180 g,169,,,,,
10098285,8906076131612,"The Baker's Dozen Fresh Orange Cake, No Palm Oil(Box)",150 g,165,,,,,
10098288,8906076131735,The Baker's Dozen Red Velvet Muffin(Box),150.0 GM,199,,,,,
10098289,8906076131704,"The Baker's Dozen Vanilla Cake Zero Maida, No Palm Oil, 100% Wholewheat(Box)",150 g,165,,,,,
10098294,8906076131513,"The Baker's Dozen Banana Walnut Cake Zero Maida, No Palm Oil, 100% Wholewheat",150 g,185,,,,,
10098296,8906076131537,"The Baker's Dozen Carrot Walnut Cake Zero Maida, No Palm Oil, 100% Wholewheat",150 g,185,,,,,
10098299,8906076131421,"The Baker's Dozen Chocochip Cake, No Palm Oil",150 g,185,,,,,
10098300,8906076131773,The Baker's Dozen Coconut Oats Cookies(Box),150 g,175,,,,,
10098300,8906076131773,The Baker's Dozen Coconut Oats Cookies(Box),140 g,175,,,,,
10098301,8906076131803,The Baker's Dozen Coffee Cake(Box),150.0 GM,185,,,,,
10098302,8906076131780,The Baker's Dozen Dark Chocolate Cookies(Box),200 g,199,,,,,
10098305,8906076132046,The Baker's Dozen Super Fluffy Pancake Mix(Box),400 g,199,,,,,
10098319,8906076131223,The Baker's Dozen 100% Wholewheat Lavash(Box),100 g,129,,,,,
10098834,8904275306985,Reynolds Correction Pen Whitener(Pouch),1 unit,30,,,,,
10098840,8904379400121,Reynolds Brite Ball Pen (Blue)(Jar),1 unit,175,,,,,
10098842,8906103790379,Pee-Buddy Disposable Toilet Seat Cover(Packet),1 pack (20 pieces),175,,,,,
10099127,8901030542121,Lakme 9To5 Primer + Gloss Berry Business Nail Paint (Berry Business)(Bottle),6 ml,225,,,,,
10099127,8901030542121,Lakme 9To5 Primer + Gloss Berry Business Nail Paint (Berry Business)(Bottle),6 ml,240,,,,,
10099128,8901030991684,Lakme 9To5 Primer + Gloss Pink Pace Nail Paint (Pink Pace)(Bottle),6 ml,225,,,,,
10099436,8901030794346,Lakme 9to5 Powerplay Priming Matte Lipstick (MR6 Coral Date),3.6 g,550,,,,,
10099438,8901030542268,Lakme 9To5 Primer + Gloss Magenta Mix Nail Paint (Magenta Mix)(Bottle),6 ml,240,,,,,
10099438,8901030542268,Lakme 9To5 Primer + Gloss Magenta Mix Nail Paint (Magenta Mix)(Bottle),6 ml,225,,,,,
10099439,8906005274151,Cetaphil Moisturizing Cream (80 g)(Bottle),80 g,629,,,,,
10099439,8906005274151,Cetaphil Moisturizing Cream (80 g)(Bottle),80 g,669,,,,,
10099439,8906005274151,Cetaphil Moisturizing Cream (80 g)(Bottle),80 g,599,,,,,
10099723,8901030992766,Lakme Ultimate Glam Eyeliner (Golden)(Bottle),9 ml,175,,,,,
10099724,9318637043330,Cetaphil Baby Shampoo(Bottle),200 ml,685,,,,,
10099724,9318637043330,Cetaphil Baby Shampoo(Bottle),200 ml,749,,,,,
10099725,8850007543336,Neutrogena Hydro Boost Water Moisturizing Gel(Jar),15 g,400,,,,,
10099863,8908012230243,Sleepy Owl Hazelnut Cold Coffee Made with Cold Brew(Carton),200 ml,150,,,,,
10099863,8908012230243,Sleepy Owl Hazelnut Cold Coffee Made with Cold Brew(Outer Cartoon),200 ml,125,,,,,
10099863,8908012230243,Sleepy Owl Hazelnut Cold Coffee Made with Cold Brew(Outer Cartoon),200 ml,125.01,,,,,
10099866,8906103791604,Sirona Dry Comfort Panty Liners(Packet),60 units,299,,,,,
10099882,8901396388777,Dettol Aloe Coconut Foaming Handwash 250 ml(Plastic Bottle),250 ml,135,,,,,
10099882,8901396388777,Dettol Aloe Coconut Foaming Handwash 250 ml(Plastic Bottle),250 ml,129,,,,,
10099883,8901396388760,Dettol Strawberry Fragrance Foaming Handwash (250 ml)(Plastic Bottle),250 ml,129,,,,,
10099883,8901396388760,Dettol Strawberry Fragrance Foaming Handwash (250 ml)(Plastic Bottle),250 ml,135,,,,,
10099886,8901361372541,Scotch Brite - Silver Sparks Scrub Pad(Pouch),1 pack (3 pieces),49,,,,,
10099945,8901030678264,Lakme 9To5 Weightless Mousse Foundation (Rose Ivory)(Tube),6 g,170,,,,,
10099945,8901030995255,Lakme 9To5 Weightless Mousse Foundation (Rose Ivory)(Tube),6 g,215,,,,,
10099945,8901030995255,Lakme 9To5 Weightless Mousse Foundation (Rose Ivory)(Tube),6 g,199,,,,,
10099945,8901030995255,Lakme 9To5 Weightless Mousse Foundation (Rose Ivory)(Tube),6 g,230,,,,,
10099946,8901030995248,Lakme 9To5 Weightless Mousse Foundation (Beige Vanilla)(Tube),6 g,215,,,,,
10099946,8901030995248,Lakme 9To5 Weightless Mousse Foundation (Beige Vanilla)(Tube),6 g,230,,,,,
10099946,8901030995248,Lakme 9To5 Weightless Mousse Foundation (Beige Vanilla)(Tube),6 g,199,,,,,
10100727,8908016849182,Gulab Aloo Chips(Pouch),150 g,100,,,,,
10100732,8906088701223,Didier & Frank Wicked 85% Dark Chocolate(Box),100 g,399,,,,,
10100734,8906088700202,Didier & Frank Sweet Dark 50% Dark Chocolate Bar(Box),100 g,349,,,,,
10100802,8906005274052,Cetaphil DAM - Daily Advance Ultra Hydrating Moisturizing Lotion(Tube),100 g,649,,,,,
10100802,8906005274052,Cetaphil DAM - Daily Advance Ultra Hydrating Moisturizing Lotion(Tube),100 g,518,,,,,
10100802,8906005274052,Cetaphil DAM - Daily Advance Ultra Hydrating Moisturizing Lotion(Tube),100 g,567,,,,,
10100828,016000413146,Nature Valley Crunchy Oats & Dark Chocolate Granola Bar(Box),210 g (5 x 42 g),400,,,,,
10102146,8908013140077,Jimmy's Margarita Non Alcoholic Cocktail Mix(Bottle),250 ml,120,,,,,
10102146,8908013140077,Jimmy's Margarita Non Alcoholic Cocktail Mix(Bottle),250 ml,99,,,,,
10102150,8908013140084,Jimmy's Bloody Mary Cocktail Mix(Bottle),250 ml,120,,,,,
10102150,8908013140084,Jimmy's Bloody Mary Cocktail Mix(Bottle),250 ml,99,,,,,
10102164,3046920028363,Lindt Excellence 85% Cocoa Dark Chocolate Bar(Packet),100 g,450,,,,,
10102231,655172771762,Bombay Shaving Company Charcoal Face Wash(Pack),100 g,229,,,,,
10102232,8901725111922,Kitchens of India Yellow Dal Tadka Ready to Eat(Pouch),285 g,130,,,,,
10102248,8901161202017,Lal Qilla Traditional Basmati Rice,1 kg,280,,,,,
10103048,8906112661790,True Elements 7 in 1 Super Nut & Roasted Seeds Mix Nutrient-Rich Snack(Pouch),250 g,295,,,,,
10103056,8906112661332,"True Elements Chia Seeds High Fiber, Omega-3 & Protein-Rich Superfood(Pouch)",250 g,350,,,,,
10103057,8906112662667,True Elements Raw Chia Seeds(Pouch),500 g,600,,,,,
10103064,8906112662469,True Elements Whole Dried Cranberries(Pouch),125 g,250,,,,,
10103067,8906112662995,True Elements Roasted Flax Seeds(Pouch),125 g,125,,,,,
10103068,8906112660793,"True Elements Muesli with Real Fruits, Nuts & Seeds(Jar)",1 kg,695,,,,,
10103070,8906112661233,"True Elements Steel Cut Oats (100% Wholegrain, High Fibre)(Pouch)",500 g,200,,,,,
10103084,8906112662551,True Elements Raw Pumpkin Seeds (250 g)(Pouch),250 g,325,,,,,
10103087,8906112662438,"True Elements Quinoa 100% Wholegrain, High Protein & Gluten-Free Superfood(Pouch)",1 kg,650,,,,,
10103089,8906112662421,"True Elements Quinoa Gluten-Free, High Protein & 100% Wholegrain Superfood(Pouch)",500 g,350,,,,,
10103093,8906112662537,"True Elements Raw Sunflower, Pumpkin and Flax Mix Seeds(Pouch)",150 g,175,,,,,
10103094,8906112662629,"True Elements Raw Watermelon/Magaj Seeds High Protein, Nutrient-Rich Superfood(Pouch)",150 g,275,,,,,
10103096,8906112662599,True Elements Raw Sunflower Seeds (250 g)(Pouch),250 g,200,,,,,
10103100,8906112660120,"True Elements Rolled Oats Pure Wholegrain, High Fiber & Healthy Breakfast(Pouch)",1 kg,400,,,,,
10103101,8906112662414,"True Elements Rolled Oats 100% Wholegrain, High Fiber & Healthy Breakfast(Pouch)",500 g,200,,,,,
10103118,8906112664265,True Elements Aliv/ Halim Seeds(Pouch),250 g,149,,,,,
10103120,8906112662087,"True Elements Instant Oats - Gluten Free, 100% Wholegrain(Jar)",900 g,270,,,,,
10103797,8000380005949,Loacker Quadratini Vanilla Wafers(Packet),125 g,249,,,,,
10104035,8906118412099,Plum Green Tea Oil & Fragrance Free Moisturizing Cream,50 ml,470,,,,,
10104037,8906118412600,Plum 15% Vitamin C Glow & Dark Spot Reduction Face Serum - Glow Boost,20 ml,550,,,,,
10104039,8906118410675,Plum BodyLovin' Hawaiian Rumba Body Mist (Hawaiian Rumba)(Spray Bottle),150 ml,525,,,,,
10104040,8906118410682,Plum BodyLovin' Vanilla Vibes Body Mist (Warm Vanilla)(Spray Bottle),150 ml,550,,,,,
10104041,8906118410644,Plum BodyLovin' Hawaiian Rumba Shower Gel,240 ml,380,,,,,
10104042,8906118410545,Plum Chamomile & White Tea Skin Revival Face Wash 120 ml(Pack),120 ml,495,,,,,
10104074,8901537075863,"Kari kari Rice Cracker Peanut Mix Namkeen Snacks, (Chilli Garlic)(Pouch)",50 g,50,,,,,
10104078,7622300107949,Toblerone Fruit & Nut Chocolate,100 g,299,,,,,
10104081,8001200107621,Agnesi Le Lasagne Sheet Pasta(Box),500 g,325,,,,,
10104082,8908013470037,Gunsberg ginger Ale(Bottle),330 ml,99,,,,,
10104441,8908006646951,Mr. Makhana Pickle Tickle Flavoured Makhana(Pouch),27.5 g,50,,,,,
10104441,8908006646951,Mr. Makhana Pickle Tickle Flavoured Makhana(Pouch),25 g,50,,,,,
10104441,8908006646951,Mr. Makhana Pickle Tickle Flavoured Makhana(Pouch),20 g,50,,,,,
10104442,8908006646906,Mr. Makhana Veda Premium Raw Makhana(Pouch),100 g,300,,,,,
10104443,8902246014273,Budweiser Beats Energy Drink(Can),250 ml,110,,,,,
10104445,735850948584,Jade Forest Original Ginger Ale(Bottle),250 ml,79,,,,,
10104446,8888002085001,Fanta Strawberry Soft Drink(Can),320 ml,220,,,,,
10104448,7614500010617,Toblerone Dark Chocolate Bar(Pack),100 g,299,,,,,
10104463,8851019210124,Pocky Strawberry Flavour Biscuit Sticks(Box),45 g,190,,,,,
10104482,793618549268,Jade Forest Sparkling Grapefruit Tonic Water(Bottle),250 ml,79,,,,,
10104484,8908013470082,Gunsberg Grapes Ale(Bottle),330 ml,99,,,,,
10104492,7622300335809,Oreo Soft Chocolate Cake(Pouch),16 g,50,,,,,
10104492,7622300335809,Oreo Soft Chocolate Cake(Pouch),19.2 g,50,,,,,
10104512,80050100,Nutella & Go! Hazelnut Spread with Breadsticks(Cup),52 g,299,,,,,
10104512,80050100,Nutella & Go! Hazelnut Spread with Breadsticks(Cup),48 g,299,,,,,
10104513,5000396020687,Oreo Mini Vanilla Flavored Sandwich Cream Biscuits,115 GM,495,,,,,
10104515,5410126726947,Lotus Biscoff Crunchy Spread(Jar),380 g,649,,,,,
10104575,097855067081,Logitech K120 Plug and Play USB Corded Wired Keyboard (Black),1 unit,795,,,,,
10104622,8906014762465,Bajaj Coconut Hair Oil(Plastic Bottle),600 ml,261,,,,,
10104622,8906014762465,Bajaj Coconut Hair Oil(Plastic Bottle),600 ml,271,,,,,
10104622,8906014762465,Bajaj Coconut Hair Oil(Bottle),600 ml,320,,,,,
10104622,8906014762465,Bajaj Coconut Hair Oil(Plastic Bottle),600 ml,290,,,,,
10104791,8901246006158,Del Monte Pomace Olive Oil(Bottle),500 ml,700,,,,,
10104850,8906105615052,Wow Skin Science Shea Butter with Lactic Acid Body Lotion(Bottle),400 ml,399,,,,,
10104850,8906105615052,Wow Skin Science Shea Butter with Lactic Acid Body Lotion(Bottle),400 ml,449,,,,,
10104851,8906105611962,Wow Skin Science Himalayan Rose with Lactic Acid Body Lotion (400 ml)(Pack),400 ml,449,,,,,
10104851,8906105611962,Wow Skin Science Himalayan Rose with Lactic Acid Body Lotion (400 ml)(Pack),400 ml,399,,,,,
10104852,8906048710975,Omsom Surti (Extra Long Grain) Kolam Rice,5 kg,695,,,,,
10104913,8901216407206,KamaSutra Ultra Dotted Condom(Packet),20 units,340,,,,,
10104913,8901216407206,KamaSutra Ultra Dotted Condom(Packet),20 units,400,,,,,
10104914,8906007132503,Skore Duo Max Condom(Packet),10 units,300,,,,,
10104915,8901216406643,KamaSutra Strawberry Flavoured Dotted Condom(Packet),10 units,100,,,,,
10104915,8901216407275,KamaSutra Strawberry Flavoured Dotted Condom(Packet),10 units,150,,,,,
10104916,8901216407343,KamaSutra Ultra Thin+ Condom,10 units,250,,,,,
10104917,8901216408111,KamaSutra Aloevera & Vitamin E Lubricant(Plastic Bottle),50 ml,299,,,,,
10104918,8906007131834,Skore Cherry Flavoured Lubricant(Plastic Bottle),50 ml,300,,,,,
10104959,4902397848035,Sheba Rich - Skipjack Salmon in Sasami Wet Cat Food(Bag),12 x 35 g,600,,,,,
10104960,4902397848127,Sheba Rich - Fish with Sasami Wet Cat Food(Bag),12 x 35 g,600,,,,,
10104972,8908016793089,MasterChow Healthy Whole Wheat Noodles(Packet),300 g,165,,,,,
10105166,8901361301428,"Scotch Bopp Transparent Packaging Tape (White, 50 m)(Open Packaging)",1 unit,130,,,,,
10105171,8902346012353,Electral ORS(Pouch),21.80 g,22.66,,,,,
10105171,8902346012353,Electral ORS(Pouch),21.80 g,24.35,,,,,
10105313,8906004680960,Hansaplast Crepe Bandage (8 cm X 4 m),1 unit,297,,,,,
10105321,4006067084300,Davidoff Fine Aroma Instant Coffee 7/12 Intensity,100 g,749,,,,,
10105321,4061445096702,Davidoff Fine Aroma Instant Coffee 7/12 Intensity,100 g,749,,,,,
10105349,8000500227848,Nutella Ferrero B-Ready Bar(Box),132 g,350,,,,,
10105476,8058664120666,Chicco Delicate Flowers Baby Laundry Detergent(Bottle),1 l,599,,,,,
10105477,8906024451335,Flurys Lemon And Honey Green Tea Bags(Box),25 units,210,,,,,
10105478,8906024450628,Flurys Envelop Green Tea Bags(Box),100 units,650,,,,,
10105480,8906024450635,Flurys Organic Herbal Infusion Slim Tea Bags(Box),20 units,210,,,,,
10105497,8906066851094,Natureland Chana Organic Besan(Printed Pouch),500 g,105,,,,,
10105497,8906066851094,Natureland Chana Organic Besan(Printed Pouch),500 g,125,,,,,
10105509,8906066850936,Natureland Organic Moong Dal (Dhuli) Washed Split(Printed Pouch),500 g,135,,,,,
10105509,8906066850936,Natureland Organic Moong Dal (Dhuli) Washed Split(Printed Pouch),500 g,150,,,,,
10105519,8906087770688,Mamaearth Natural Mosquito Repellent Gel(Tube),50 ml,99,,,,,
10105521,42419983,Nivea Soft Light Playful Peach Moisturizing Cream (100 ml)(Pack),100 ml,245,,,,,
10105522,42420002,Nivea Soft Light Peppy Pomegranate Moisturizing Cream (100 ml)(Pack),100 ml,225,,,,,
10105522,42420002,Nivea Soft Light Peppy Pomegranate Moisturizing Cream (100 ml)(Pack),100 ml,245,,,,,
10105526,8902710530018,Bagrry's 100% Organic Flax Seeds With Omega 3(Packet),250 g,135,,,,,
10105527,8902710511017,Bagrry's Belgian Dark Chocolate & Almonds Granola(Packet),400 g,399,,,,,
10105527,8902710511017,Bagrry's Belgian Dark Chocolate & Almonds Granola(Packet),400 g,365,,,,,
10105528,8902710511024,Bagrry's Exotic Fruits with Cranberries & Almonds Granola(Packet),400 g,365,,,,,
10105528,8902710511024,Bagrry's Exotic Fruits with Cranberries & Almonds Granola(Packet),400 g,399,,,,,
10105529,8904335601951,Yoga Bar 100% Rolled Oats (Gluten Free)(Jar),1 kg,490,,,,,
10105529,8904335601951,Yoga Bar 100% Rolled Oats (Gluten Free)(Jar),1 kg,499,,,,,
10105531,8908005144441,Yoga Bar Assorted Breakfast Protein Bar - Pack of 6,6 x 50 g,359,,,,,
10105531,8908005144441,Yoga Bar Assorted Breakfast Protein Bar - Pack of 6,270 g,359,,,,,
10105532,8801043054768,Nongshim Kimchi Ramyun Noodle Soup,120 g,129,,,,,
10105533,8801043031011,Nongshim Shin Cup Noodles(Cup),68 g,129,,,,,
10105534,8801043021883,Nongshim Shin Ramyun Spicy Flavoured Instant Noodle Soup,5 x 120 g,599,,,,,
10105535,8801043150620,Nongshim Shin Ramyun Spicy Flavoured Instant Noodle Soup,120 g,129,,,,,
10105536,8801043053167,Nongshim Shin Red Super Spicy Noodles,120 g,129,,,,,
10105540,8858135000059,Real Thai UHT Coconut Milk,250 ml,115,,,,,
10105557,8907367000327,The Man Company Blanc Body Men's Perfume(Spray Bottle),120 ml,399,,,,,
10105579,8908013470044,Gunsberg Ginger Beer(Glass Bottles),330 ml,99,,,,,
10105593,8905110004431,"Charmis Deep Nourishing Cold Cream (With Vitamin A, C & E)(Pack)",200 ml,349,,,,,
10105600,8901526509195,L'Oreal Professionnel Vitamino Color Resveratrol Hair Mask (Serie Expert)(Jar),250 g,975,,,,,
10105602,8901526407811,Matrix Opti Care Smooth Straight Professional Conditioner(Bottle),98 g,335,,,,,
10105606,8901030871344,Surf Excel Easy Wash Detergent Powder - 5 kg(Pouch),5 kg,770,,,,,
10105606,8909106007147,Surf Excel Easy Wash Detergent Powder - 5 kg(Pouch),5.0 KG,770,,,,,
10105616,8904300506472,Kama Ayurveda Bringadi Hair Cleanser(Bottle),200 ml,1795,,,,,
10105623,8906014831154,Kama Ayurveda Pure Rose Water(Bottle),200.0 ML,1775,,,,,
10105623,8906014831154,Kama Ayurveda Pure Rose Water(Bottle),200 ml,1595,,,,,
10105623,8906014831154,Kama Ayurveda Pure Rose Water(Bottle),200 ml,1445,,,,,
10105657,070177079215,Twinings Lemon & Ginger Tea Bags(Box),25 units,425,,,,,
